"O","H","L","C","V","T","BV","market"
8599.99999999,8600,8398.85,8481,348.25654916,"2018-02-08T11:00:00",2963648.69430463,"USDT-BTC"
8476.00000007,8620,8340,8600,323.86970159,"2018-02-08T12:00:00",2756055.6632926,"USDT-BTC"
8600,8609,8400,8441.42506757,249.69211408,"2018-02-08T13:00:00",2121323.75623076,"USDT-BTC"
8441,8480,8353.45482054,8424.99999999,190.88590518,"2018-02-08T14:00:00",1607493.9326656,"USDT-BTC"
8420.10000003,8447.99999998,8240,8298,330.45188397,"2018-02-08T15:00:00",2750840.38152052,"USDT-BTC"
8255,8329.3221431,8156.5,8319.99999999,231.57020949,"2018-02-08T16:00:00",1906611.52736723,"USDT-BTC"
8295.49999999,8319.99999999,8151,8200,223.9245288,"2018-02-08T17:00:00",1843215.36223352,"USDT-BTC"
8200,8303,8062.63,8237,235.89570488,"2018-02-08T18:00:00",1921017.60974829,"USDT-BTC"
8233,8480,8210,8400.01,252.76426013,"2018-02-08T19:00:00",2113649.25607522,"USDT-BTC"
8400.01,8453.99999998,8275,8311,160.33537261,"2018-02-08T20:00:00",1341285.58031904,"USDT-BTC"
8311,8380,8180.695,8195.3,201.90918545,"2018-02-08T21:00:00",1665694.82149089,"USDT-BTC"
8214.15,8390,8155.00000001,8284.99999998,223.7731758,"2018-02-08T22:00:00",1851452.18142636,"USDT-BTC"
8270.4,8344.69050868,8180.00000002,8270,203.12040435,"2018-02-08T23:00:00",1674626.60542326,"USDT-BTC"
8268.4,8268.4,7911.112758,7930,602.62888875,"2018-02-09T00:00:00",4847736.33404632,"USDT-BTC"
7937.72,8053.38999999,7811,8001,359.20386331,"2018-02-09T01:00:00",2847379.47955389,"USDT-BTC"
8001.00000001,8142.45815579,7930.00000001,8111.4,247.3186102,"2018-02-09T02:00:00",1988212.71934017,"USDT-BTC"
8128,8140,7935.34922217,8095.39,118.15387726,"2018-02-09T03:00:00",950301.9727575,"USDT-BTC"
8097.25,8097.25,7834.8707326,7841.6,287.52801815,"2018-02-09T04:00:00",2271371.50199865,"USDT-BTC"
7842.13,7981.99999997,7765,7903.5999999,295.02616467,"2018-02-09T05:00:00",2311665.37185953,"USDT-BTC"
7875.60000001,8010,7825.04999999,7975,159.91731176,"2018-02-09T06:00:00",1267225.74483241,"USDT-BTC"
7975.00000001,8070,7950,7990,140.3578406,"2018-02-09T07:00:00",1124297.04152991,"USDT-BTC"
7990,8110.00000001,7850,8060.000005,168.55768364,"2018-02-09T08:00:00",1341199.01796308,"USDT-BTC"
8060.00000004,8340.61110107,8060.00000004,8230.00000013,290.27718027,"2018-02-09T09:00:00",2385251.44340464,"USDT-BTC"
8249.99999998,8333.54300738,8170,8220.00000002,174.44644134,"2018-02-09T10:00:00",1436997.38466028,"USDT-BTC"
8220,8380,8220,8275.00000003,171.67383301,"2018-02-09T11:00:00",1425045.24298435,"USDT-BTC"
8274,8288.999,8165,8215,128.544816,"2018-02-09T12:00:00",1057685.25272028,"USDT-BTC"
8215,8299.00000003,8199.56,8287,160.49198517,"2018-02-09T13:00:00",1324607.70329955,"USDT-BTC"
8287,8494.1644,8261.99,8410.59446451,441.93033276,"2018-02-09T14:00:00",3722956.73102712,"USDT-BTC"
8411,8451,8321,8350,179.35963411,"2018-02-09T15:00:00",1505102.88537933,"USDT-BTC"
8350,8420,8320.97914743,8386,117.69779625,"2018-02-09T16:00:00",986813.55823807,"USDT-BTC"
8386,8700.80000007,8377.00100001,8623.66499995,539.97986734,"2018-02-09T17:00:00",4632981.87402405,"USDT-BTC"
8620,8753.04740875,8549.384,8617.99999998,411.59126178,"2018-02-09T18:00:00",3557088.60040241,"USDT-BTC"
8617.99999997,8745,8610.00000001,8610.00000004,276.84362685,"2018-02-09T19:00:00",2401168.21412692,"USDT-BTC"
8610.00000004,8714,8510.69253008,8549.00989999,184.42776439,"2018-02-09T20:00:00",1588357.68442469,"USDT-BTC"
8550,8619.00999997,8440.00000001,8534.99999996,239.65481635,"2018-02-09T21:00:00",2041423.56010882,"USDT-BTC"
8520.00000001,8650,8431.00000001,8552.99804599,178.09138671,"2018-02-09T22:00:00",1515828.59703332,"USDT-BTC"
8588,8710,8550,8705,133.43702465,"2018-02-09T23:00:00",1153247.0859317,"USDT-BTC"
8689,8900,8614.68400001,8900,333.00723378,"2018-02-10T00:00:00",2935591.56079002,"USDT-BTC"
8894.88,8955,8730,8797,437.20706778,"2018-02-10T01:00:00",3881798.40014544,"USDT-BTC"
8793,8988.95739997,8730.27832633,8983.99999991,350.2853522,"2018-02-10T02:00:00",3119682.3969249,"USDT-BTC"
8983.99999991,8996.028025,8860,8890.00000002,294.43570836,"2018-02-10T03:00:00",2639940.50576929,"USDT-BTC"
8890.00000001,8922,8739.9,8803.69999996,238.25097359,"2018-02-10T04:00:00",2098164.14502069,"USDT-BTC"
8800,8897.9999,8771.6,8838,142.66632835,"2018-02-10T05:00:00",1261809.31263029,"USDT-BTC"
8837.9,9039.99999999,8828.76830032,9013.00000005,195.36231884,"2018-02-10T06:00:00",1750215.46756755,"USDT-BTC"
9030,9041.40405,8878,8950,280.47309653,"2018-02-10T07:00:00",2517335.43830801,"USDT-BTC"
8941.10000003,8950,8610,8620.16885372,492.45231117,"2018-02-10T08:00:00",4305856.03680759,"USDT-BTC"
8630,8783.1,8587.9,8591.13,251.86171177,"2018-02-10T09:00:00",2188439.09486037,"USDT-BTC"
8589.5,8700,8507,8510,231.22744379,"2018-02-10T10:00:00",1981466.91242428,"USDT-BTC"
8510,8710.00000003,8500.00000001,8636,205.93810794,"2018-02-10T11:00:00",1769996.33643021,"USDT-BTC"
8635.9,8649.9425,8511.00000009,8612,125.82070518,"2018-02-10T12:00:00",1080305.36759187,"USDT-BTC"
8611.00000001,8780.999,8611,8720,184.353449,"2018-02-10T13:00:00",1608616.00270358,"USDT-BTC"
8740,8801,8557.32,8593,179.1922018,"2018-02-10T14:00:00",1553765.56808549,"USDT-BTC"
8593,8593,8260,8309.99999999,610.18536133,"2018-02-10T15:00:00",5111073.76283163,"USDT-BTC"
8310,8420,8228.23105263,8272.00000002,489.62971034,"2018-02-10T16:00:00",4062894.33744477,"USDT-BTC"
8278.25000011,8485,8278.25000011,8420,300.22725348,"2018-02-10T17:00:00",2516248.37770636,"USDT-BTC"
8419.00000004,8421,8247,8280.88,233.89575065,"2018-02-10T18:00:00",1947368.33138759,"USDT-BTC"
8280.88,8449.99999999,8200.2000001,8400.00000001,239.99693184,"2018-02-10T19:00:00",1997447.35993231,"USDT-BTC"
8402.99,8427,8169.99,8172.66700112,187.95224382,"2018-02-10T20:00:00",1553818.55239925,"USDT-BTC"
8172.66700112,8300.88411437,8140,8253.4,337.59121298,"2018-02-10T21:00:00",2773881.54386791,"USDT-BTC"
8260,8579.99,8226.42,8575.60999999,370.37711219,"2018-02-10T22:00:00",3130754.20092977,"USDT-BTC"
8573.99999999,8573.99999999,8470.1,8540,130.04542699,"2018-02-10T23:00:00",1107860.75169142,"USDT-BTC"
8540.00000001,8551,8300,8394,230.98186908,"2018-02-11T00:00:00",1933327.19735767,"USDT-BTC"
8394,8394,8177.02,8215.90000001,198.45713831,"2018-02-11T01:00:00",1632018.50857154,"USDT-BTC"
8215.90000001,8265.99999997,8170.00000001,8230,78.12751328,"2018-02-11T02:00:00",641633.48963691,"USDT-BTC"
8230,8234,8010,8012.10000007,343.94844622,"2018-02-11T03:00:00",2777672.50692508,"USDT-BTC"
8012.10000007,8200,7962.001,7965.00000001,419.1072965,"2018-02-11T04:00:00",3374577.5445381,"USDT-BTC"
7965.00000001,8156.64467301,7955,8119,266.91530819,"2018-02-11T05:00:00",2138977.94673821,"USDT-BTC"
8119,8119,7960,8050,131.6794609,"2018-02-11T06:00:00",1054106.8002083,"USDT-BTC"
8059.99999999,8060,7869.82728718,7901.3,215.93050322,"2018-02-11T07:00:00",1712617.72053643,"USDT-BTC"
7901.3,7939,7815.73000001,7922,323.12820076,"2018-02-11T08:00:00",2541872.51867405,"USDT-BTC"
7930.27263805,8116,7829.73,8114,212.60942448,"2018-02-11T09:00:00",1693864.23740507,"USDT-BTC"
8110,8116,7950,8000.99999997,180.0923842,"2018-02-11T10:00:00",1450997.06823264,"USDT-BTC"
8000.61999999,8170.3,7960,8170.3,186.58481058,"2018-02-11T11:00:00",1503977.65397322,"USDT-BTC"
8164.18,8343,8121.6,8285,351.12921601,"2018-02-11T12:00:00",2899476.09356084,"USDT-BTC"
8285,8355.97532005,8220,8280,165.63284715,"2018-02-11T13:00:00",1374241.28012629,"USDT-BTC"
8280,8449,8250,8445,220.49518556,"2018-02-11T14:00:00",1838270.45838613,"USDT-BTC"
8445,8486.12087588,8357,8427,158.66905529,"2018-02-11T15:00:00",1335230.39148222,"USDT-BTC"
8427,8478,8266,8300,204.46839938,"2018-02-11T16:00:00",1707949.95792769,"USDT-BTC"
8289.00000002,8389,8186,8212.90744012,218.6403984,"2018-02-11T17:00:00",1805049.91025094,"USDT-BTC"
8235.76,8351,8175,8330.99919698,120.8732519,"2018-02-11T18:00:00",997598.00427907,"USDT-BTC"
8330.99919698,8419.999,8259.99999999,8285.10000007,117.70503415,"2018-02-11T19:00:00",982749.05426803,"USDT-BTC"
8285.10000007,8318.44621,8180,8241.75,83.24052509,"2018-02-11T20:00:00",686028.69029396,"USDT-BTC"
8242,8388.83,8200,8295,90.11883344,"2018-02-11T21:00:00",747370.50276572,"USDT-BTC"
8295.00000004,8342.33,8249.54,8310,46.83958617,"2018-02-11T22:00:00",388285.41810312,"USDT-BTC"
8309,8310,8011.1,8052.5,254.480413,"2018-02-11T23:00:00",2060083.02205719,"USDT-BTC"
8052.5,8250.00000011,8052,8190,118.30117123,"2018-02-12T00:00:00",965701.04121414,"USDT-BTC"
8199.99999999,8430,8152.50000014,8347,177.82757558,"2018-02-12T01:00:00",1482490.86087579,"USDT-BTC"
8346,8580,8300.2,8580,386.90827404,"2018-02-12T02:00:00",3285528.72400439,"USDT-BTC"
8524.80000005,8587.60419999,8400.10000001,8497.45774514,121.88951164,"2018-02-12T03:00:00",1035993.98036932,"USDT-BTC"
8465.10000002,8561.54518221,8420.00000002,8477,128.21290468,"2018-02-12T04:00:00",1090054.4833901,"USDT-BTC"
8477,8519.99999993,8355.00000001,8390.5,108.46134634,"2018-02-12T05:00:00",912560.03582161,"USDT-BTC"
8390.49999998,8487.99999986,8370,8439,64.65387745,"2018-02-12T06:00:00",545594.84218728,"USDT-BTC"
8440,8530,8366,8485,129.20114327,"2018-02-12T07:00:00",1095025.15117873,"USDT-BTC"
8474.0001,8811,8474,8788.999,440.5051864,"2018-02-12T08:00:00",3836132.44971563,"USDT-BTC"
8788.999,8811,8700.00000008,8800.00000001,236.43079031,"2018-02-12T09:00:00",2073288.94401141,"USDT-BTC"
8800.00000001,8850,8721.00000007,8829,190.00614298,"2018-02-12T10:00:00",1669840.15743887,"USDT-BTC"
8829,8847.49,8649.41752105,8657.00000001,146.17351425,"2018-02-12T11:00:00",1278597.67512435,"USDT-BTC"
8657.00000001,8779.3,8650,8764.6,156.39548369,"2018-02-12T12:00:00",1364438.93439419,"USDT-BTC"
8764.55000002,8799,8657,8690,129.152783,"2018-02-12T13:00:00",1127644.68028449,"USDT-BTC"
8690.1,8733.13999999,8528,8552,276.2595751,"2018-02-12T14:00:00",2379584.66346753,"USDT-BTC"
8552,8683.80917936,8528,8680.80917933,116.99620846,"2018-02-12T15:00:00",1007513.26698868,"USDT-BTC"
8680.80917932,8745,8624,8680.9999,199.42797251,"2018-02-12T16:00:00",1735893.63850372,"USDT-BTC"
8680.9999,8750,8626.3097,8749,132.78933729,"2018-02-12T17:00:00",1155845.97897684,"USDT-BTC"
8749,8755,8630,8672.32,105.97450024,"2018-02-12T18:00:00",923273.36450346,"USDT-BTC"
8672.32,8800,8672.32,8799,89.31836509,"2018-02-12T19:00:00",780897.86283961,"USDT-BTC"
8800,8902.9999998,8775,8859.99999999,302.92605684,"2018-02-12T20:00:00",2682297.70217303,"USDT-BTC"
8850.60000001,8869,8777,8812.24,178.66959897,"2018-02-12T21:00:00",1575955.7421508,"USDT-BTC"
8840.09,8881.581,8750,8881.581,154.32723063,"2018-02-12T22:00:00",1360081.67950127,"USDT-BTC"
8881.581,8980,8820.00000001,8913.48826283,246.22157568,"2018-02-12T23:00:00",2200767.3428285,"USDT-BTC"
8913.48826283,8945,8817,8910,111.87362087,"2018-02-13T00:00:00",993659.77530717,"USDT-BTC"
8910,8910,8720,8727.8,135.69314071,"2018-02-13T01:00:00",1193391.57015882,"USDT-BTC"
8727.8,8781.38240521,8655.98,8714.99999003,116.08928877,"2018-02-13T02:00:00",1010559.01027649,"USDT-BTC"
8714.99999003,8787.58999994,8699,8773.99999,90.42544046,"2018-02-13T03:00:00",790954.21433045,"USDT-BTC"
8775.89999998,8808.69999999,8565,8600,317.32631169,"2018-02-13T04:00:00",2751165.29847817,"USDT-BTC"
8599.99999998,8655.79999996,8560.09999998,8616,123.13531204,"2018-02-13T05:00:00",1060803.45726769,"USDT-BTC"
8638.59999998,8749.99999999,8580,8730,124.46703829,"2018-02-13T06:00:00",1076568.18927956,"USDT-BTC"
8730,8750,8671.4,8671.4,80.20943242,"2018-02-13T07:00:00",698931.65087906,"USDT-BTC"
8671.4,8683.99999996,8454.00000001,8539.45,289.92660732,"2018-02-13T08:00:00",2472885.88389156,"USDT-BTC"
8548,8549,8386,8430,248.44439006,"2018-02-13T09:00:00",2092956.13976857,"USDT-BTC"
8430.1,8535,8359,8473.01,164.48260252,"2018-02-13T10:00:00",1386966.58381297,"USDT-BTC"
8473.01,8549.99999999,8391,8520,163.08955629,"2018-02-13T11:00:00",1383157.22837847,"USDT-BTC"
8525.99999999,8593,8450,8549.00000001,108.21507406,"2018-02-13T12:00:00",922621.41012949,"USDT-BTC"
8549.00000001,8643,8533.94568468,8580.1,114.38574648,"2018-02-13T13:00:00",981790.73881028,"USDT-BTC"
8580,8670.1,8580,8602.29000018,99.29172083,"2018-02-13T14:00:00",856534.33003633,"USDT-BTC"
8657.12699991,8657.12699991,8465,8501.1,195.85217245,"2018-02-13T15:00:00",1672124.69258307,"USDT-BTC"
8505,8569.85000001,8489,8541.00000001,206.38880198,"2018-02-13T16:00:00",1760724.63227262,"USDT-BTC"
8567.99999998,8647.99999999,8517.29,8610.5,81.33711819,"2018-02-13T17:00:00",698031.96162765,"USDT-BTC"
8610,8684.6,8581.56593497,8598,111.83486875,"2018-02-13T18:00:00",967141.1575918,"USDT-BTC"
8598,8640,8549,8639.99999999,68.88350268,"2018-02-13T19:00:00",591592.07587052,"USDT-BTC"
8639.99999999,8730,8611,8719.99999997,123.36757133,"2018-02-13T20:00:00",1071637.45483369,"USDT-BTC"
8699.99999999,8725,8564.52250009,8564.52250009,134.91162798,"2018-02-13T21:00:00",1165383.25340128,"USDT-BTC"
8564.52250009,8587,8481,8566.99999998,112.9795695,"2018-02-13T22:00:00",964752.70485835,"USDT-BTC"
8550.00000001,8572.00000002,8481,8512.00000005,59.50620184,"2018-02-13T23:00:00",506745.02367411,"USDT-BTC"
8512.00000005,8634.19999999,8512.00000004,8610,85.27698745,"2018-02-14T00:00:00",732175.48663528,"USDT-BTC"
8610,8690,8600,8678.82999992,68.8373176,"2018-02-14T01:00:00",595279.24787245,"USDT-BTC"
8651.68948376,8730.00000007,8650.0000001,8702,85.62492042,"2018-02-14T02:00:00",745221.88468674,"USDT-BTC"
8700,8702,8614,8690,60.45032533,"2018-02-14T03:00:00",524074.68908674,"USDT-BTC"
8670.55000001,8833,8670.55000001,8780,140.62809713,"2018-02-14T04:00:00",1233583.51464906,"USDT-BTC"
8780,8850,8751.00000001,8820,68.40789325,"2018-02-14T05:00:00",601501.87903822,"USDT-BTC"
8820,8875.99999999,8764.92490557,8815,141.02424532,"2018-02-14T06:00:00",1244735.49195206,"USDT-BTC"
8815.29696227,8893,8803,8874,79.5481341,"2018-02-14T07:00:00",705179.31528714,"USDT-BTC"
8874,8894,8808.33700001,8860,120.16791761,"2018-02-14T08:00:00",1064015.60537679,"USDT-BTC"
8860,8868.88688868,8770,8790.00000002,109.78201543,"2018-02-14T09:00:00",966032.63268394,"USDT-BTC"
8790.00000001,8867.48999996,8764.92490556,8779.25949965,100.79750624,"2018-02-14T10:00:00",889241.58283447,"USDT-BTC"
8779.25949965,8928.85,8761.01,8928.85,154.79495018,"2018-02-14T11:00:00",1368604.03603372,"USDT-BTC"
8929.50231835,9250,8929.50231835,9150.3385102,793.65465558,"2018-02-14T12:00:00",7238273.49522943,"USDT-BTC"
9150.3385102,9300,9150.3385102,9220.77,439.83098933,"2018-02-14T13:00:00",4060723.88843134,"USDT-BTC"
9221,9240,9102,9188,204.33922463,"2018-02-14T14:00:00",1875698.12773675,"USDT-BTC"
9187,9288,9155.13333402,9287.49999999,179.67082192,"2018-02-14T15:00:00",1661706.51805367,"USDT-BTC"
9287,9320.30000001,9236.8,9275,276.68009617,"2018-02-14T16:00:00",2571008.63667617,"USDT-BTC"
9278.99748076,9300,9230,9279,127.90633314,"2018-02-14T17:00:00",1184741.36124335,"USDT-BTC"
9295.99999999,9351.99999999,9229.4,9249,126.54302088,"2018-02-14T18:00:00",1177685.67627689,"USDT-BTC"
9249,9282,9190,9228.1,132.17751146,"2018-02-14T19:00:00",1218525.72123899,"USDT-BTC"
9228.1,9310.999999,9192.37992805,9286.0900001,70.26920136,"2018-02-14T20:00:00",649821.99518521,"USDT-BTC"
9286.7999992,9311,9214.72000001,9306.4211,89.70439071,"2018-02-14T21:00:00",830855.21385662,"USDT-BTC"
9306.4211,9410,9224.1237433,9410,200.60490469,"2018-02-14T22:00:00",1875186.23497895,"USDT-BTC"
9410,9487.6,9395.95,9450,215.47055418,"2018-02-14T23:00:00",2035140.66152599,"USDT-BTC"
9450,9451,9330,9361.86,176.96110003,"2018-02-15T00:00:00",1664113.9362562,"USDT-BTC"
9347,9449,9347,9387,99.56675912,"2018-02-15T01:00:00",936681.8849394,"USDT-BTC"
9387,9655,9379.28800001,9639,329.45555391,"2018-02-15T02:00:00",3139734.00047897,"USDT-BTC"
9607,9699,9607,9648,134.00227584,"2018-02-15T03:00:00",1294505.24417906,"USDT-BTC"
9648,9779,9640,9751,200.58672057,"2018-02-15T04:00:00",1947740.81076488,"USDT-BTC"
9751,9778.99999995,9620,9700,109.52751444,"2018-02-15T05:00:00",1060751.65468576,"USDT-BTC"
9700.15,9744.6,9665.00000001,9681.59999997,92.3066283,"2018-02-15T06:00:00",895998.75324717,"USDT-BTC"
9681.59999997,9821,9680,9800,122.0557347,"2018-02-15T07:00:00",1190536.40483245,"USDT-BTC"
9790,9875.32,9757.54675509,9862.00000101,147.27443142,"2018-02-15T08:00:00",1448440.83512277,"USDT-BTC"
9863.10000101,9948,9524.32700002,9590.69,559.23159541,"2018-02-15T09:00:00",5475505.71767316,"USDT-BTC"
9588.59,9698.64000001,9400,9635.01,544.39001984,"2018-02-15T10:00:00",5188649.23274951,"USDT-BTC"
9636.00000007,9740.99,9525,9569,224.40209837,"2018-02-15T11:00:00",2161300.60653579,"USDT-BTC"
9583.5,9739,9569,9729.8,144.56552509,"2018-02-15T12:00:00",1394165.48266925,"USDT-BTC"
9700.04455779,9730,9602.00000001,9676,87.4893641,"2018-02-15T13:00:00",846366.45889585,"USDT-BTC"
9672.00000001,9850,9651.05,9830.05000002,161.67646106,"2018-02-15T14:00:00",1580610.62924239,"USDT-BTC"
9830.05000002,9850,9770.38999998,9800.77,100.91793857,"2018-02-15T15:00:00",989807.53361454,"USDT-BTC"
9800.46999999,9911,9779.99999999,9901,140.11220644,"2018-02-15T16:00:00",1378944.89059326,"USDT-BTC"
9911,10064.30551755,9892.975,10059,524.49220657,"2018-02-15T17:00:00",5227268.02849126,"USDT-BTC"
10040,10190.00000002,9901,10051,474.15136702,"2018-02-15T18:00:00",4772922.67145401,"USDT-BTC"
10040.45954046,10151.05000001,10011.20625,10098,248.34286151,"2018-02-15T19:00:00",2506496.97571131,"USDT-BTC"
10086,10135.55059998,9962.05,10099,164.86565182,"2018-02-15T20:00:00",1655285.26008191,"USDT-BTC"
10102,10102,9830.4260854,9883.00000001,254.48318456,"2018-02-15T21:00:00",2529653.90156096,"USDT-BTC"
9883,10120,9860.40996003,10030,148.06993931,"2018-02-15T22:00:00",1477585.27529916,"USDT-BTC"
10049,10155.23560912,10005.73233603,10035.00000004,154.20854005,"2018-02-15T23:00:00",1555524.19896368,"USDT-BTC"
10035.00000004,10239.0005,9960.00000174,10237,152.37140413,"2018-02-16T00:00:00",1542156.41691664,"USDT-BTC"
10236.99999999,10280,10164.00000001,10279.99,189.16575071,"2018-02-16T01:00:00",1933245.19069988,"USDT-BTC"
10279.99,10287,10150.00000006,10151,94.04245321,"2018-02-16T02:00:00",959615.28300651,"USDT-BTC"
10159.5,10220,10030.93341841,10100,136.61056951,"2018-02-16T03:00:00",1383455.17929157,"USDT-BTC"
10100,10100,9898,9970,182.24800096,"2018-02-16T04:00:00",1820038.77311914,"USDT-BTC"
9970,10119.9,9969.99999999,10089.99,85.69209527,"2018-02-16T05:00:00",862954.88701111,"USDT-BTC"
10089.99,10093,9841,9841,159.11152131,"2018-02-16T06:00:00",1580965.36110294,"USDT-BTC"
9841,9930.93199999,9730,9741,196.75199706,"2018-02-16T07:00:00",1929580.10635562,"USDT-BTC"
9741,9966.79999999,9712.16750001,9925.1,197.52434471,"2018-02-16T08:00:00",1943476.87394774,"USDT-BTC"
9925.1,10026.88679999,9812.00000001,9832,119.55885256,"2018-02-16T09:00:00",1186689.43879342,"USDT-BTC"
9832,9850,9744,9755.00000004,88.06686276,"2018-02-16T10:00:00",862947.07906942,"USDT-BTC"
9770,9800,9660,9787.99999999,156.46012356,"2018-02-16T11:00:00",1522214.17077445,"USDT-BTC"
9788,9848.99999999,9756.00000012,9843.05500003,139.94996473,"2018-02-16T12:00:00",1372520.20219789,"USDT-BTC"
9849,9958.032,9843.05500003,9850,117.23625776,"2018-02-16T13:00:00",1159444.99340455,"USDT-BTC"
9850.00000001,10100,9849.005,10034.00000001,147.43382918,"2018-02-16T14:00:00",1471991.46980268,"USDT-BTC"
10060,10133,10000,10011,141.03697186,"2018-02-16T15:00:00",1421339.67304462,"USDT-BTC"
10027,10165,10010,10089.20050001,109.6000664,"2018-02-16T16:00:00",1106489.45834656,"USDT-BTC"
10089.20050001,10099.99999999,10015,10096,88.84852773,"2018-02-16T17:00:00",895031.15377167,"USDT-BTC"
10081,10081,9889,9958.99999998,137.17782192,"2018-02-16T18:00:00",1366604.27494642,"USDT-BTC"
9958.99999997,10084.75,9904.00000002,10030.00049999,78.04184914,"2018-02-16T19:00:00",778044.19100693,"USDT-BTC"
10035,10055,9948.90000001,10000,43.6762984,"2018-02-16T20:00:00",437430.28176639,"USDT-BTC"
10000.1,10095,9994.79999999,10050,61.60479872,"2018-02-16T21:00:00",619663.03987993,"USDT-BTC"
10061,10200.29250008,10000.00000001,10197,123.05138174,"2018-02-16T22:00:00",1247848.5371817,"USDT-BTC"
10179.00000006,10197,10150,10152,73.25731454,"2018-02-16T23:00:00",745229.7876835,"USDT-BTC"
10150,10175,10049.00000201,10150,116.8411933,"2018-02-17T00:00:00",1182797.64762594,"USDT-BTC"
10150,10346.5502,10139.055,10318,149.31599613,"2018-02-17T01:00:00",1530257.48628923,"USDT-BTC"
10307.5,10469,10307.5,10360.98999998,181.73767238,"2018-02-17T02:00:00",1890567.99929639,"USDT-BTC"
10377.9,10516,10360.98999998,10455.4304003,116.69210318,"2018-02-17T03:00:00",1218356.62788184,"USDT-BTC"
10450.1,10567.365,10419.0173574,10545,122.58141769,"2018-02-17T04:00:00",1289762.57557754,"USDT-BTC"
10544.99999999,10550.37899181,10470.0000077,10544,97.37956837,"2018-02-17T05:00:00",1024178.01029726,"USDT-BTC"
10542,10758.95048,10542,10755,237.91304438,"2018-02-17T06:00:00",2539278.74376563,"USDT-BTC"
10754.99999999,10760.89,10600,10719,324.0129332,"2018-02-17T07:00:00",3453985.72809842,"USDT-BTC"
